participant.code,treatment,ratio,choice_X
13k8x64z,0,0.666846652267819,0
13k8x64z,0,1.0,1
13k8x64z,0,0.176025917926566,0
13k8x64z,0,0.427645788336933,0
13k8x64z,0,0.332613390928726,0
13k8x64z,0,0.248854961832061,0
13k8x64z,0,0.248854961832061,0
13k8x64z,0,0.110691144708423,0
13k8x64z,0,0.537404580152672,0
13k8x64z,0,0.537404580152672,0
13k8x64z,0,0.110151187904968,0
13k8x64z,0,1.0,1
13k8x64z,0,0.332613390928726,0
13k8x64z,0,1.0,0
13k8x64z,0,0.816793893129771,1
13k8x64z,0,0.817557251908397,1
13k8x64z,0,0.817557251908397,1
13k8x64z,0,0.537404580152672,0
13k8x64z,0,0.537796976241901,0
13k8x64z,0,0.665648854961832,0
13k8x64z,0,0.42824427480916,0
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.817494600431966,1
13k8x64z,0,0.109923664122137,0
13k8x64z,0,1.0,0
13k8x64z,0,0.333153347732181,0
13k8x64z,0,0.666306695464363,0
13k8x64z,0,0.25,0
13k8x64z,0,0.538167938931298,0
13k8x64z,0,0.333153347732181,0
13k8x64z,0,0.110691144708423,0
13k8x64z,0,0.666846652267819,0
13k8x64z,0,0.42824427480916,0
13k8x64z,0,0.333153347732181,0
13k8x64z,0,1.0,1
13k8x64z,0,0.538336933045356,0
13k8x64z,0,0.666412213740458,0
13k8x64z,0,1.0,1
13k8x64z,0,0.0523758099352052,0
13k8x64z,0,0.665648854961832,0
13k8x64z,0,0.175572519083969,0
13k8x64z,0,0.666412213740458,1
13k8x64z,0,0.427480916030534,0
13k8x64z,0,0.110687022900763,0
13k8x64z,0,0.666846652267819,0
13k8x64z,0,1.0,1
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.428185745140389,0
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.249460043196544,0
13k8x64z,0,0.428185745140389,0
13k8x64z,0,0.176025917926566,0
13k8x64z,0,0.427480916030534,0
13k8x64z,0,0.176335877862595,0
13k8x64z,0,0.666846652267819,0
13k8x64z,0,0.817557251908397,1
13k8x64z,0,1.0,0
13k8x64z,0,0.427645788336933,0
13k8x64z,0,0.332824427480916,0
13k8x64z,0,0.332824427480916,0
13k8x64z,0,0.249460043196544,0
13k8x64z,0,0.332824427480916,0
13k8x64z,0,0.817494600431966,1
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.0518358531317495,0
13k8x64z,0,0.110687022900763,0
13k8x64z,0,0.332824427480916,0
13k8x64z,0,1.0,1
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.175572519083969,0
13k8x64z,0,0.427480916030534,0
13k8x64z,0,0.816793893129771,1
13k8x64z,0,0.25,0
13k8x64z,0,0.427645788336933,0
13k8x64z,0,1.0,1
13k8x64z,0,1.0,0
13k8x64z,0,0.176335877862595,0
13k8x64z,0,0.427480916030534,0
13k8x64z,0,0.817557251908397,1
13k8x64z,0,1.0,1
13k8x64z,0,0.332824427480916,0
13k8x64z,0,0.175572519083969,0
13k8x64z,0,1.0,1
13k8x64z,0,0.25,0
13k8x64z,0,0.0523758099352052,0
13k8x64z,0,0.538336933045356,0
13k8x64z,0,0.538336933045356,0
13k8x64z,0,0.537404580152672,0
13k8x64z,0,0.25,0
13k8x64z,0,0.666412213740458,1
13k8x64z,0,0.109923664122137,0
13k8x64z,0,0.25,0
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.176025917926566,0
13k8x64z,0,0.0518358531317495,0
13k8x64z,0,0.42824427480916,0
13k8x64z,0,0.666306695464363,0
13k8x64z,0,0.537404580152672,0
13k8x64z,0,0.666306695464363,0
13k8x64z,0,0.538336933045356,0
13k8x64z,0,0.110151187904968,0
13k8x64z,0,0.428185745140389,0
13k8x64z,0,0.428185745140389,0
13k8x64z,0,0.665648854961832,0
13k8x64z,0,1.0,1
13k8x64z,0,0.818034557235421,1
13k8x64z,0,0.427645788336933,0
13k8x64z,0,0.249618320610687,0
13k8x64z,0,0.816793893129771,1
13k8x64z,0,0.538167938931298,0
13k8x64z,0,0.0519083969465649,0
13k8x64z,0,0.42824427480916,0
13k8x64z,0,0.176025917926566,0
13k8x64z,0,0.248854961832061,0
13k8x64z,0,0.538167938931298,0
13k8x64z,0,1.0,1
13k8x64z,0,0.818034557235421,1
13k8x64z,0,1.0,1
13k8x64z,0,0.110151187904968,0
13k8x64z,0,0.110691144708423,0
13k8x64z,0,0.537796976241901,0
2zwthvp8,1,0.817557251908397,1
2zwthvp8,1,0.332824427480916,0
2zwthvp8,1,0.817494600431966,1
2zwthvp8,1,0.176025917926566,0
2zwthvp8,1,0.333153347732181,1
2zwthvp8,1,0.538167938931298,1
2zwthvp8,1,0.176335877862595,0
2zwthvp8,1,0.110687022900763,0
2zwthvp8,1,0.249460043196544,0
2zwthvp8,1,0.176025917926566,1
2zwthvp8,1,0.0518358531317495,0
2zwthvp8,1,0.428185745140389,1
2zwthvp8,1,0.25,1
2zwthvp8,1,0.666412213740458,1
2zwthvp8,1,0.176335877862595,0
2zwthvp8,1,0.666846652267819,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.538167938931298,1
2zwthvp8,1,0.248854961832061,0
2zwthvp8,1,1.0,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.665648854961832,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.110691144708423,0
2zwthvp8,1,0.0523758099352052,0
2zwthvp8,1,0.176025917926566,0
2zwthvp8,1,0.110691144708423,0
2zwthvp8,1,0.666846652267819,1
2zwthvp8,1,0.42824427480916,1
2zwthvp8,1,0.666846652267819,1
2zwthvp8,1,0.110691144708423,0
2zwthvp8,1,0.817557251908397,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.110687022900763,0
2zwthvp8,1,0.817494600431966,1
2zwthvp8,1,0.332824427480916,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.248854961832061,0
2zwthvp8,1,0.249460043196544,0
2zwthvp8,1,0.332824427480916,0
2zwthvp8,1,0.332613390928726,1
2zwthvp8,1,0.665648854961832,1
2zwthvp8,1,0.333153347732181,1
2zwthvp8,1,0.537404580152672,1
2zwthvp8,1,0.666412213740458,1
2zwthvp8,1,0.427645788336933,1
2zwthvp8,1,0.249618320610687,1
2zwthvp8,1,0.666846652267819,1
2zwthvp8,1,0.110691144708423,0
2zwthvp8,1,0.538336933045356,1
2zwthvp8,1,0.666306695464363,1
2zwthvp8,1,0.427480916030534,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.332824427480916,0
2zwthvp8,1,0.537404580152672,1
2zwthvp8,1,0.110151187904968,0
2zwthvp8,1,0.0523758099352052,0
2zwthvp8,1,0.428185745140389,1
2zwthvp8,1,0.816793893129771,1
2zwthvp8,1,0.818034557235421,1
2zwthvp8,1,0.0518358531317495,0
2zwthvp8,1,0.818034557235421,1
2zwthvp8,1,0.427480916030534,0
2zwthvp8,1,0.332824427480916,1
2zwthvp8,1,0.428185745140389,1
2zwthvp8,1,0.249618320610687,1
2zwthvp8,1,0.176025917926566,0
2zwthvp8,1,0.332824427480916,0
2zwthvp8,1,0.25,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.249618320610687,1
2zwthvp8,1,0.110687022900763,0
2zwthvp8,1,0.248854961832061,0
2zwthvp8,1,0.176025917926566,0
2zwthvp8,1,0.25,1
2zwthvp8,1,0.176335877862595,0
2zwthvp8,1,0.666306695464363,1
2zwthvp8,1,0.332613390928726,1
2zwthvp8,1,0.109923664122137,0
2zwthvp8,1,0.109923664122137,0
2zwthvp8,1,0.175572519083969,0
2zwthvp8,1,0.110151187904968,0
2zwthvp8,1,0.42824427480916,1
2zwthvp8,1,0.538167938931298,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.666412213740458,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.538336933045356,1
2zwthvp8,1,0.110151187904968,0
2zwthvp8,1,0.333153347732181,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.666306695464363,1
2zwthvp8,1,0.0518358531317495,0
2zwthvp8,1,0.428185745140389,1
2zwthvp8,1,0.0523758099352052,0
2zwthvp8,1,0.817557251908397,1
2zwthvp8,1,0.427645788336933,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.42824427480916,1
2zwthvp8,1,0.817494600431966,1
2zwthvp8,1,0.249618320610687,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.249618320610687,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.175572519083969,0
2zwthvp8,1,0.176025917926566,1
2zwthvp8,1,0.42824427480916,1
2zwthvp8,1,0.538167938931298,1
2zwthvp8,1,0.332613390928726,0
2zwthvp8,1,0.110151187904968,0
2zwthvp8,1,0.332613390928726,1
2zwthvp8,1,0.332824427480916,1
2zwthvp8,1,0.176025917926566,1
2zwthvp8,1,0.537796976241901,1
2zwthvp8,1,0.537404580152672,1
2zwthvp8,1,0.176025917926566,1
2zwthvp8,1,0.665648854961832,1
2zwthvp8,1,0.665648854961832,1
2zwthvp8,1,0.817557251908397,1
2zwthvp8,1,0.175572519083969,0
2zwthvp8,1,0.175572519083969,0
2zwthvp8,1,0.665648854961832,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.666306695464363,1
2zwthvp8,1,0.538336933045356,1
2zwthvp8,1,0.176025917926566,1
2zwthvp8,1,0.0518358531317495,0
2zwthvp8,1,0.818034557235421,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.110691144708423,0
2zwthvp8,1,0.110687022900763,0
2zwthvp8,1,0.666412213740458,1
2zwthvp8,1,0.537796976241901,1
2zwthvp8,1,0.248854961832061,0
2zwthvp8,1,0.666846652267819,1
2zwthvp8,1,0.176025917926566,0
2zwthvp8,1,0.666412213740458,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.0523758099352052,0
2zwthvp8,1,0.537796976241901,1
2zwthvp8,1,0.42824427480916,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.427480916030534,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.176335877862595,0
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.175572519083969,0
2zwthvp8,1,0.818034557235421,1
2zwthvp8,1,0.332613390928726,1
2zwthvp8,1,0.0518358531317495,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.427645788336933,1
2zwthvp8,1,0.332824427480916,1
2zwthvp8,1,0.816793893129771,1
2zwthvp8,1,0.538167938931298,1
2zwthvp8,1,0.817494600431966,1
2zwthvp8,1,0.333153347732181,1
2zwthvp8,1,0.249460043196544,0
2zwthvp8,1,0.666306695464363,1
2zwthvp8,1,0.332824427480916,1
2zwthvp8,1,0.537404580152672,1
2zwthvp8,1,0.110687022900763,0
2zwthvp8,1,0.176335877862595,0
2zwthvp8,1,0.538336933045356,1
2zwthvp8,1,0.248854961832061,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.109923664122137,0
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.537404580152672,1
2zwthvp8,1,0.109923664122137,0
2zwthvp8,1,1.0,1
2zwthvp8,1,0.0519083969465649,0
2zwthvp8,1,0.817557251908397,1
2zwthvp8,1,0.25,1
2zwthvp8,1,0.109923664122137,0
2zwthvp8,1,0.333153347732181,1
2zwthvp8,1,0.0523758099352052,0
2zwthvp8,1,0.816793893129771,1
2zwthvp8,1,0.25,1
2zwthvp8,1,0.817494600431966,1
2zwthvp8,1,0.816793893129771,1
2zwthvp8,1,0.538336933045356,1
2zwthvp8,1,0.427480916030534,0
2zwthvp8,1,0.249460043196544,0
2zwthvp8,1,0.110151187904968,0
2zwthvp8,1,0.428185745140389,1
2zwthvp8,1,0.816793893129771,1
2zwthvp8,1,0.332824427480916,1
2zwthvp8,1,0.427645788336933,1
2zwthvp8,1,1.0,1
2zwthvp8,1,0.537796976241901,1
2zwthvp8,1,0.537796976241901,1
2zwthvp8,1,0.427645788336933,1
2zwthvp8,1,0.427480916030534,0
2zwthvp8,1,0.818034557235421,1
2zwthvp8,1,0.249460043196544,0
3krfudi7,0,1.0,1
3krfudi7,0,0.109923664122137,0
3krfudi7,0,1.0,1
3krfudi7,0,0.538167938931298,1
3krfudi7,0,0.110687022900763,1
3krfudi7,0,0.666412213740458,1
3krfudi7,0,0.427480916030534,1
3krfudi7,0,0.427480916030534,1
3krfudi7,0,0.427480916030534,1
3krfudi7,0,0.817494600431966,1
3krfudi7,0,0.42824427480916,1
3krfudi7,0,0.817494600431966,1
3krfudi7,0,0.110151187904968,1
3krfudi7,0,0.176335877862595,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.665648854961832,1
3krfudi7,0,0.427480916030534,1
3krfudi7,0,0.333153347732181,1
3krfudi7,0,0.332613390928726,1
3krfudi7,0,0.538167938931298,1
3krfudi7,0,0.817557251908397,1
3krfudi7,0,0.25,1
3krfudi7,0,1.0,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.249618320610687,1
3krfudi7,0,0.538336933045356,1
3krfudi7,0,0.110691144708423,1
3krfudi7,0,0.666846652267819,1
3krfudi7,0,0.818034557235421,1
3krfudi7,0,0.110151187904968,1
3krfudi7,0,0.110691144708423,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.110151187904968,1
3krfudi7,0,0.332613390928726,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.818034557235421,1
3krfudi7,0,1.0,1
3krfudi7,0,1.0,1
3krfudi7,0,1.0,1
3krfudi7,0,0.176335877862595,1
3krfudi7,0,0.333153347732181,1
3krfudi7,0,0.0518358531317495,0
3krfudi7,0,0.110687022900763,1
3krfudi7,0,0.249460043196544,1
3krfudi7,0,0.176025917926566,1
3krfudi7,0,0.175572519083969,1
3krfudi7,0,0.666846652267819,1
3krfudi7,0,0.537796976241901,1
3krfudi7,0,0.0518358531317495,0
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.175572519083969,1
3krfudi7,0,0.110151187904968,1
3krfudi7,0,0.249460043196544,1
3krfudi7,0,1.0,1
3krfudi7,0,0.0523758099352052,0
3krfudi7,0,0.817494600431966,1
3krfudi7,0,0.109923664122137,0
3krfudi7,0,1.0,1
3krfudi7,0,0.427645788336933,1
3krfudi7,0,0.249460043196544,1
3krfudi7,0,0.665648854961832,1
3krfudi7,0,0.427645788336933,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.537404580152672,1
3krfudi7,0,1.0,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.816793893129771,1
3krfudi7,0,0.428185745140389,1
3krfudi7,0,0.0523758099352052,0
3krfudi7,0,0.176025917926566,1
3krfudi7,0,0.816793893129771,1
3krfudi7,0,0.817494600431966,1
3krfudi7,0,1.0,1
3krfudi7,0,0.427645788336933,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.0518358531317495,0
3krfudi7,0,1.0,1
3krfudi7,0,0.25,1
3krfudi7,0,0.176335877862595,1
3krfudi7,0,0.332613390928726,1
3krfudi7,0,0.817557251908397,1
3krfudi7,0,0.538336933045356,1
3krfudi7,0,0.816793893129771,1
3krfudi7,0,0.817557251908397,1
3krfudi7,0,1.0,1
3krfudi7,0,0.818034557235421,1
3krfudi7,0,0.110691144708423,1
3krfudi7,0,0.333153347732181,1
3krfudi7,0,0.666306695464363,1
3krfudi7,0,0.427645788336933,1
3krfudi7,0,0.538167938931298,1
3krfudi7,0,0.666306695464363,1
3krfudi7,0,0.428185745140389,1
3krfudi7,0,0.817557251908397,1
3krfudi7,0,0.110691144708423,1
3krfudi7,0,0.818034557235421,1
3krfudi7,0,1.0,1
3krfudi7,0,0.538167938931298,1
3krfudi7,0,0.110687022900763,1
3krfudi7,0,0.818034557235421,1
3krfudi7,0,0.666846652267819,1
3krfudi7,0,0.42824427480916,1
3krfudi7,0,0.538336933045356,1
3krfudi7,0,0.110691144708423,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.538336933045356,1
3krfudi7,0,0.248854961832061,0
3krfudi7,0,0.665648854961832,1
3krfudi7,0,0.25,1
3krfudi7,0,0.666412213740458,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.249618320610687,1
3krfudi7,0,0.249618320610687,1
3krfudi7,0,0.427645788336933,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.428185745140389,1
3krfudi7,0,0.42824427480916,1
3krfudi7,0,1.0,1
3krfudi7,0,0.248854961832061,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.333153347732181,1
3krfudi7,0,0.248854961832061,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.25,1
3krfudi7,0,0.537796976241901,1
3krfudi7,0,0.666846652267819,1
3krfudi7,0,0.249460043196544,1
3krfudi7,0,0.816793893129771,1
3krfudi7,0,0.333153347732181,1
3krfudi7,0,0.538167938931298,1
3krfudi7,0,0.665648854961832,1
3krfudi7,0,0.0523758099352052,0
3krfudi7,0,0.176025917926566,0
3krfudi7,0,0.176025917926566,0
3krfudi7,0,0.0519083969465649,1
3krfudi7,0,0.176025917926566,0
3krfudi7,0,0.0523758099352052,0
3krfudi7,0,0.428185745140389,1
3krfudi7,0,1.0,1
3krfudi7,0,0.109923664122137,0
3krfudi7,0,0.817557251908397,1
3krfudi7,0,0.538336933045356,1
3krfudi7,0,0.110151187904968,1
3krfudi7,0,1.0,1
3krfudi7,0,0.666306695464363,1
3krfudi7,0,0.25,1
3krfudi7,0,0.176025917926566,1
3krfudi7,0,0.537796976241901,1
3krfudi7,0,0.537796976241901,1
3krfudi7,0,0.175572519083969,1
3krfudi7,0,0.427480916030534,1
3krfudi7,0,0.248854961832061,1
3krfudi7,0,0.0518358531317495,0
3krfudi7,0,0.666412213740458,1
3krfudi7,0,0.666412213740458,1
3krfudi7,0,0.249460043196544,1
3krfudi7,0,0.666412213740458,1
3krfudi7,0,0.176025917926566,1
3krfudi7,0,1.0,1
3krfudi7,0,1.0,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.332613390928726,1
3krfudi7,0,0.817494600431966,1
3krfudi7,0,0.176025917926566,1
3krfudi7,0,0.110687022900763,1
3krfudi7,0,0.332613390928726,1
3krfudi7,0,0.666306695464363,1
3krfudi7,0,0.109923664122137,0
3krfudi7,0,0.42824427480916,1
3krfudi7,0,0.0519083969465649,0
3krfudi7,0,0.816793893129771,1
3krfudi7,0,0.666306695464363,1
3krfudi7,0,0.249618320610687,1
3krfudi7,0,0.666846652267819,1
3krfudi7,0,0.537404580152672,1
3krfudi7,0,0.428185745140389,1
3krfudi7,0,0.176025917926566,1
3krfudi7,0,0.176335877862595,1
3krfudi7,0,0.537796976241901,1
3krfudi7,0,0.537404580152672,1
3krfudi7,0,0.248854961832061,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,0.176025917926566,1
3krfudi7,0,1.0,1
3krfudi7,0,0.249618320610687,1
3krfudi7,0,0.42824427480916,1
3krfudi7,0,0.0523758099352052,0
3krfudi7,0,0.110687022900763,1
3krfudi7,0,0.537404580152672,1
3krfudi7,0,0.175572519083969,1
3krfudi7,0,0.176335877862595,1
3krfudi7,0,0.109923664122137,0
3krfudi7,0,0.537404580152672,1
3krfudi7,0,0.175572519083969,1
3krfudi7,0,0.665648854961832,1
3krfudi7,0,0.332824427480916,1
3krfudi7,0,1.0,1
3krfudi7,0,0.0518358531317495,0
4vv9ldqh,1,0.333153347732181,1
4vv9ldqh,1,0.428185745140389,1
4vv9ldqh,1,0.333153347732181,1
4vv9ldqh,1,0.538336933045356,1
4vv9ldqh,1,0.816793893129771,1
4vv9ldqh,1,0.176335877862595,0
4vv9ldqh,1,0.427480916030534,1
4vv9ldqh,1,0.817494600431966,1
4vv9ldqh,1,0.42824427480916,1
4vv9ldqh,1,0.818034557235421,1
4vv9ldqh,1,0.332824427480916,0
4vv9ldqh,1,0.816793893129771,1
4vv9ldqh,1,0.176025917926566,0
4vv9ldqh,1,0.249618320610687,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.538167938931298,1
4vv9ldqh,1,0.110691144708423,0
4vv9ldqh,1,0.109923664122137,0
4vv9ldqh,1,0.818034557235421,1
4vv9ldqh,1,0.537796976241901,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.0519083969465649,0
4vv9ldqh,1,0.0523758099352052,0
4vv9ldqh,1,0.427645788336933,1
4vv9ldqh,1,0.333153347732181,1
4vv9ldqh,1,0.0523758099352052,0
4vv9ldqh,1,0.249618320610687,1
4vv9ldqh,1,0.332613390928726,1
4vv9ldqh,1,0.818034557235421,1
4vv9ldqh,1,0.816793893129771,1
4vv9ldqh,1,0.176025917926566,1
4vv9ldqh,1,0.176335877862595,1
4vv9ldqh,1,0.248854961832061,0
4vv9ldqh,1,0.110691144708423,0
4vv9ldqh,1,0.249460043196544,1
4vv9ldqh,1,0.665648854961832,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.110691144708423,0
4vv9ldqh,1,0.666306695464363,1
4vv9ldqh,1,0.538336933045356,1
4vv9ldqh,1,0.25,1
4vv9ldqh,1,0.666846652267819,1
4vv9ldqh,1,0.42824427480916,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.110151187904968,0
4vv9ldqh,1,0.427645788336933,1
4vv9ldqh,1,0.176025917926566,1
4vv9ldqh,1,0.110151187904968,0
4vv9ldqh,1,0.176335877862595,0
4vv9ldqh,1,0.332613390928726,1
4vv9ldqh,1,0.249618320610687,0
4vv9ldqh,1,0.666846652267819,1
4vv9ldqh,1,0.538167938931298,1
4vv9ldqh,1,0.0519083969465649,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.25,0
4vv9ldqh,1,0.666306695464363,1
4vv9ldqh,1,0.110687022900763,0
4vv9ldqh,1,0.538336933045356,1
4vv9ldqh,1,0.428185745140389,1
4vv9ldqh,1,0.248854961832061,0
4vv9ldqh,1,0.25,1
4vv9ldqh,1,0.109923664122137,0
4vv9ldqh,1,0.332613390928726,1
4vv9ldqh,1,0.818034557235421,1
4vv9ldqh,1,0.176335877862595,0
4vv9ldqh,1,0.666412213740458,1
4vv9ldqh,1,0.42824427480916,1
4vv9ldqh,1,0.110687022900763,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.332824427480916,0
4vv9ldqh,1,0.42824427480916,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.427480916030534,0
4vv9ldqh,1,0.817557251908397,1
4vv9ldqh,1,0.0523758099352052,0
4vv9ldqh,1,0.666412213740458,1
4vv9ldqh,1,0.665648854961832,1
4vv9ldqh,1,0.538167938931298,1
4vv9ldqh,1,0.427480916030534,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.666412213740458,1
4vv9ldqh,1,0.537404580152672,1
4vv9ldqh,1,0.249618320610687,0
4vv9ldqh,1,0.537796976241901,1
4vv9ldqh,1,0.332824427480916,0
4vv9ldqh,1,0.109923664122137,0
4vv9ldqh,1,0.0523758099352052,0
4vv9ldqh,1,0.176025917926566,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.666306695464363,1
4vv9ldqh,1,0.817494600431966,1
4vv9ldqh,1,0.0519083969465649,0
4vv9ldqh,1,0.332824427480916,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.427645788336933,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.110151187904968,0
4vv9ldqh,1,0.176025917926566,0
4vv9ldqh,1,0.0523758099352052,0
4vv9ldqh,1,0.110687022900763,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.666306695464363,1
4vv9ldqh,1,0.110691144708423,0
4vv9ldqh,1,0.332824427480916,1
4vv9ldqh,1,0.248854961832061,0
4vv9ldqh,1,0.332824427480916,1
4vv9ldqh,1,0.110151187904968,0
4vv9ldqh,1,0.333153347732181,1
4vv9ldqh,1,0.428185745140389,1
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.817557251908397,1
4vv9ldqh,1,0.0518358531317495,0
4vv9ldqh,1,0.249460043196544,1
4vv9ldqh,1,0.817557251908397,1
4vv9ldqh,1,0.817494600431966,1
4vv9ldqh,1,0.666846652267819,1
4vv9ldqh,1,0.0519083969465649,0
4vv9ldqh,1,1.0,1
4vv9ldqh,1,0.248854961832061,0
4vv9ldqh,1,0.249460043196544,1
4vv9ldqh,1,0.0518358531317495,0
4vv9ldqh,1,0.176025917926566,0
4vv9ldqh,1,0.249618320610687,1
4vv9ldqh,1,0.665648854961832,1
4vv9ldqh,1,0.537404580152672,1
